date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount,price(USD)
2015-07-30,,,,,,39311.09375,,,,,121335493201,,4449897,6911,
2015-07-31,,,,,,36191.71875,,,,,602941851594,,3994458,6863,
2015-08-01,,,,,,27702.1875,,,,,887254173531,,3044344,5293,
2015-08-02,,,,,,28227.1875,,,,,1.02025370755E+12,,3112348,5358,
2015-08-03,,,,,,27976.71875,,,,,1.12583735885E+12,,3099953,5280,
2015-08-04,,,,,,28478.4375,,,,,1.21658734457E+12,,3150854,5368,
2015-08-05,,,,,,27528.59375,,,,,1.32783785749E+12,,3030780,5235,
2015-08-06,,,,,,27075.46875,,,,,1.38084636225E+12,,2986060,5116,
2015-08-07,5684487.22712,5684487.22712,2050,0.0,164329.0,27437.65625,37.3184135113,1086,41.6117128722,0.00132077886624,1.47083865066E+12,1977,3282693,5189,2.83
2015-08-08,37899681.7885,37899681.7885,2881,167911008.0,674188.0,27943.4375,68.0999700719,826,0.279,0.00124319442967,1.58612352894E+12,1973,3508878,5256,2.79
2015-08-09,823605.517746,823605.517746,1329,42637600.0,532170.0,27178.28125,14.0989497032,732,7.06136,0.00122301053332,1.70947978748E+12,1213,3167541,5123,0.706136
2015-08-10,1194050.4877,1194050.4877,2037,43130000.0,405283.0,27817.34375,31.1651444384,1001,0.359784483416,0.00122826248427,1.83769576327E+12,1451,3316883,5255,0.713989
2015-08-11,1053129.87257,1053129.87257,4963,42796500.0,1463100.0,28027.8125,11.311448586,2342,0.0340063030272,0.00121796486677,2.0363907975E+12,3029,3653834,5280,0.708087
2015-08-12,797474.189141,797474.189141,2036,64018400.0,2150620.0,27370.9375,32.5869924044,906,7.63496196467,0.00124406951189,2.20707974229E+12,1479,3348157,5124,1.06
2015-08-13,2182919.67454,2182919.67454,2842,73935400.0,4068680.0,28268.125,24.9291691099,1274,9.9475637699,0.00121009572004,2.33697970806E+12,2486,3519008,5286,1.22
2015-08-14,4162001.56084,4162001.56084,3174,109594000.0,4637030.0,31106.71875,14.3548341128,1594,18.7501433743,0.00121011072806,2.67125315047E+12,3015,3832496,5809,1.81
2015-08-15,13902410.5328,13902410.5328,2284,109160000.0,2554360.0,28512.65625,8.83659302805,1313,18.0,0.00120976066167,3.37802842587E+12,2170,3435520,5382,1.8
2015-08-16,2898479.71124,2898479.71124,2440,102028000.0,3550790.0,27094.53125,6.67723792491,1202,12.0070294226,0.00120780126594,3.63163214444E+12,2340,3287835,5132,1.68
2015-08-17,5383055.46816,5383055.46816,2512,95819696.0,1942830.0,28118.90625,7.64281183963,1249,11.6983602752,0.00121022797205,3.90802403525E+12,2410,3393782,5347,1.58
2015-08-18,2409105.86945,2409105.86945,2494,88143200.0,1485680.0,26162.8125,11.9060713402,1294,7.82349246966,0.00120569277268,4.37769472537E+12,2324,3208720,4948,1.22
2015-08-19,1691424.30403,1691424.30403,3246,84663904.0,1486240.0,27282.03125,15.4309506695,1350,6.21243964549,0.00121403885822,4.41957302182E+12,3147,3392043,5192,1.17
2015-08-20,592806.204465,592806.204465,2303,90809000.0,2843760.0,21057.03125,6.85556694271,1167,6.2484370625,0.00118448776127,4.46910943185E+12,2184,2615975,4024,1.25
2015-08-21,894127.676986,894127.676986,3919,107266000.0,2020970.0,26690.9375,7.85504172471,1425,7.4,0.00105,4.41525264365E+12,3809,3396674,5088,1.48
2015-08-22,874020.858748,874020.858748,3579,101404000.0,948310.0,27550.46875,42.5471718296,1414,5.797294888,0.00115196162067,4.8283409979E+12,3455,3415807,5271,1.4
2015-08-23,697311.417317,697311.417317,4190,99894496.0,1589300.0,26255.625,8.0497676729,1570,5.13557213206,0.00105,5.13835107567E+12,4025,3411809,5013,1.38
2015-08-24,630283.148711,630283.148711,4432,97791600.0,924920.0,27333.28125,8.8762854198,1436,4.03554478099,0.00105,5.17911888269E+12,4374,3486486,5184,1.35
2015-08-25,505362.445352,505362.445352,4487,89321904.0,1307180.0,26736.09375,8.25975582511,1580,4.1966506161,0.00105,5.17328767322E+12,4296,3464583,5097,1.23
2015-08-26,508937.45783,508937.45783,4156,82384400.0,1056750.0,26137.96875,7.44772927856,1527,3.15800381357,0.00105,5.58730409173E+12,4040,3345268,5003,1.13
2015-08-27,323871.827426,323871.827426,5590,85106096.0,686662.0,24532.8125,8.67096304289,1591,2.86082101384,0.00105,5.92530986149E+12,5441,3332930,4708,1.17
2015-08-28,350703.355906,350703.355906,4758,83521696.0,721872.0,24225.15625,9.92514837051,1531,3.00740369802,0.00105,6.250868352E+12,4652,3214665,4653,1.15
2015-08-29,515079.808623,515079.808623,4139,86887600.0,375377.0,22525.0,5.50745152606,1375,3.7230805171,0.00105,6.65764913991E+12,4046,2952536,4329,1.19
2015-08-30,490922.053681,490922.053681,4572,86145904.0,1337650.0,21453.59375,5.63417374243,1624,2.5375449862,0.00105,6.78090466895E+12,4490,2862531,4155,1.18
2015-08-31,508670.855175,508670.855175,5196,96251000.0,1447180.0,21293.4375,7.42453381438,1515,2.08618062191,0.00105,7.21376443323E+12,5106,3011745,4122,1.32
2015-09-01,3134878.16254,3134878.16254,5153,98617200.0,778862.0,20339.21875,7.84376985589,1555,2.17756032909,0.00105,7.64149901398E+12,5000,2919171,3938,1.35
2015-09-02,374923.646468,374923.646468,5195,98504600.0,883769.0,18391.09375,8.15373533105,1514,1.72002257915,0.00105,8.28395333804E+12,4883,2740989,3577,1.35
2015-09-03,724609.311931,724609.311931,4777,94418704.0,702991.0,17380.9375,6.9700256741,1448,1.58358959382,0.00105,8.35459688423E+12,4527,2555486,3383,1.3
2015-09-04,222726.876319,222726.876319,5642,92234096.0,474391.0,23081.875,9.73385636147,1450,1.40056412845,0.00105,6.46967008025E+12,4924,3387151,4443,1.26
2015-09-05,230212.234447,230212.234447,5519,93402304.0,448453.0,25629.0625,9.1412283236,1486,2.07794157942,0.00105,6.23538621027E+12,5236,3704996,4921,1.28
2015-09-06,403305.898231,403305.898231,5521,97625504.0,491968.0,26168.28125,8.05548773452,1587,2.9185713756,0.00105,6.30502587232E+12,5340,3651161,4978,1.34
2015-09-07,263577.430301,263577.430301,5702,94585296.0,489014.0,25460.46875,9.25642239587,1632,2.58247321941,0.00105,6.33914109289E+12,5363,3638068,4834,1.3
2015-09-08,329645.075737,329645.075737,5622,91020704.0,427892.0,25888.75,10.379926302,1545,2.88617124654,0.00105,6.07700493254E+12,5395,3738463,4923,1.25
2015-09-09,1426044.96808,1426044.96808,5604,90518304.0,366748.0,26431.40625,9.84060106916,1543,2.48,0.00105,6.20206684953E+12,5304,3849882,5035,1.24
2015-09-10,249301.081565,249301.081565,5341,88230496.0,662782.0,26444.21875,7.9258071708,1539,2.7442995778,0.00105,6.28958794904E+12,5094,3651888,5003,1.21
2015-09-11,843445.926968,843445.926968,6460,85144304.0,1942600.0,27238.59375,8.87672815268,1701,2.3368914502,0.00105,6.56178791085E+12,6226,3783308,5141,1.16
2015-09-12,215278.739215,215278.739215,5596,72179000.0,772430.0,26402.34375,11.3548331935,1544,1.9822198769,0.00105,6.83263991571E+12,5270,3826914,5026,0.987228
2015-09-13,233899.954496,233899.954496,6057,76193600.0,644138.0,26171.40625,9.57872567392,1598,1.59530121258,0.00105,7.02205060722E+12,5737,3795663,4971,1.04
2015-09-14,252012.348897,252012.348897,5572,68814400.0,741085.0,25588.125,9.9015484194,1622,1.88465423221,0.00105,6.62627331724E+12,5247,3740946,4851,0.940566
2015-09-15,1053264.72492,1053264.72492,5409,64052400.0,703390.0,25615.3125,8.42699714528,1486,1.74960154107,0.00105,6.41852330569E+12,5168,3657282,4842,0.875189
2015-09-16,523583.14265,523583.14265,5872,68963296.0,615593.0,26318.125,15.1466170778,1510,1.86277650045,0.00105,6.17910881456E+12,5679,3660494,4956,0.941977
2015-09-17,268368.722163,268368.722163,5368,66415200.0,897940.0,25435.625,8.55652379146,1517,2.3128289069,0.00105,6.04042271868E+12,5102,3622311,4808,0.906865
2015-09-18,357505.753565,357505.753565,5802,64071300.0,484622.0,25894.21875,11.8348210662,1462,1.75156085784,0.00105,5.65272781726E+12,5336,3836279,4889,0.874574
2015-09-19,332401.248822,332401.248822,5205,62262700.0,386988.0,27187.1875,7.98220437293,1367,1.61438582343,0.00105,5.54829130147E+12,4938,3730754,5078,0.849603
2015-09-20,115961.753358,115961.753358,6402,64600000.0,508314.0,27982.65625,10.9696454718,1466,1.433437059,0.00105,6.20228837204E+12,6116,4063431,5305,0.881191
2015-09-21,148500.22265,148500.22265,6305,69045904.0,424039.0,26651.875,10.1807419409,1521,1.33667762922,0.00105,6.54147596149E+12,5967,3952585,5075,0.941496
2015-09-22,178940.213487,178940.213487,6804,67444200.0,487914.0,26370.3125,11.4041451759,1535,1.05921795016,0.00105,6.62402677968E+12,6552,4076071,5051,0.919337
2015-09-23,118751.540822,118751.540822,7404,66309600.0,200541.0,27080.3125,10.7002671048,1737,1.09565058529,0.00105,6.89537500716E+12,7107,4049670,5165,0.90356
2015-09-24,276025.736054,276025.736054,6224,65836400.0,842505.0,26385.78125,10.3195062665,1569,1.75745730024,0.00105,7.02921723989E+12,5981,3924670,5021,0.896796
2015-09-25,543791.251017,543791.251017,5851,60221400.0,903457.0,27003.4375,9.83659491613,1536,1.66992594636,0.00105,6.97708257062E+12,5539,3931914,5126,0.820031
2015-09-26,187117.521983,187117.521983,5907,54188900.0,369620.0,25910.3125,9.28914647862,1420,1.2804149101,0.00105,7.2268506199E+12,5687,3770114,4930,0.73763
2015-09-27,303405.105027,303405.105027,5760,58149600.0,413801.0,25011.09375,8.42387045044,1417,1.36448257991,0.00105,7.25290651503E+12,5648,3459118,4773,0.791277
2015-09-28,520229.408384,520229.408384,6123,53201800.0,1320890.0,24714.21875,9.27234660931,1545,1.44751907484,0.00105,6.74709618757E+12,5882,3578200,4738,0.723715
2015-09-29,234644.806136,234644.806136,5738,42607700.0,913992.0,24364.6875,8.87732842075,1532,1.16528196218,0.00105,6.05728250351E+12,5498,3536519,4640,0.579414
2015-09-30,367367.264438,367367.264438,5870,48636600.0,619926.0,25097.5,8.38532711572,1490,1.41858244486,0.00105,5.62525228298E+12,5664,3529196,4757,0.661192
2015-10-01,425540.887368,425540.887368,6421,54032300.0,596084.0,27422.03125,8.76794946345,1473,1.47116313206,0.00105,5.65288253406E+12,6194,3860006,5210,0.734307
2015-10-02,101909.963624,101909.963624,6063,50328700.0,219318.0,26913.125,9.76529666285,1375,1.26191609281,0.00105,5.98173181727E+12,5784,3975887,5143,0.683732
2015-10-03,83481.7269461,83481.7269461,6112,49981900.0,163326.0,26453.75,9.79164836446,1389,1.18896277938,0.00105,6.29081231129E+12,5849,3902443,5077,0.678783
2015-10-04,293448.464384,293448.464384,6624,50556000.0,103497.0,25480.15625,9.4319257859,1393,0.833886266834,0.00105,6.20573966228E+12,6389,3790759,4886,0.686343
2015-10-05,109314.176379,109314.176379,6279,49131600.0,234263.0,26136.875,11.4867735072,1409,1.25618859695,0.00105,6.28459111585E+12,5887,3863990,5009,0.666784
2015-10-06,315285.51484,315285.51484,6458,45863300.0,262674.0,25036.5625,9.99529995355,1415,0.93697825048,0.00105,6.27647035393E+12,6123,3753597,4806,0.622218
2015-10-07,201810.283064,201810.283064,7121,47964700.0,218327.0,26133.59375,12.1829899207,1373,0.88858224418,0.00105,5.9835377154E+12,6697,4043948,5004,0.650515
2015-10-08,191066.731219,191066.731219,6926,44955900.0,310266.0,26778.4375,11.9729333683,1330,0.918967654921,0.00105,5.97778444487E+12,6586,4063481,5152,0.609501
2015-10-09,146975.74865,146975.74865,6763,48334900.0,386420.0,25451.40625,11.3092183843,1366,1.04431321075,0.00105,6.12263161431E+12,6499,3822655,4905,0.655084
2015-10-10,82536.4863829,82536.4863829,6529,47325200.0,141555.0,25499.6875,11.3828116171,1266,0.935897425516,0.00105,6.03158204294E+12,6319,3808059,4896,0.641187
2015-10-11,95953.5974372,95953.5974372,6023,46327500.0,102128.0,26507.03125,8.99879459915,1300,0.902100869586,0.00105,6.13949833988E+12,5849,3795610,5073,0.627461
2015-10-12,172115.376764,172115.376764,6593,46864200.0,109567.0,26803.75,10.7038073208,1335,1.22644302832,0.00105,6.14500274025E+12,6229,4053860,5148,0.634515
2015-10-13,258249.909687,258249.909687,6818,46395200.0,303044.0,26668.28125,12.3232487996,1475,1.21340382637,0.00105,6.35669205771E+12,6419,4178104,5108,0.627943
2015-10-14,608804.985813,608804.985813,6830,45250600.0,971664.0,25875.625,11.8319985211,1566,1.01254807502,0.00105,6.482464933E+12,6502,3903622,4934,0.61224
2015-10-15,430352.571279,430352.571279,6499,38688300.0,371022.0,25610.46875,18.8703438617,1496,0.824300244403,0.00105,6.20936451356E+12,6002,4059761,4926,0.523278
2015-10-16,204035.305696,204035.305696,6795,41608900.0,249891.0,25441.40625,21.1794465456,1366,0.765311549107,0.00105,5.81490177091E+12,6353,4037655,4883,0.562593
2015-10-17,130451.111606,130451.111606,6567,39515900.0,313860.0,26450.625,12.2914624458,1355,0.836240200932,0.00105,6.00420109075E+12,6213,3983584,5056,0.534117
2015-10-18,100824.508371,100824.508371,6481,40550400.0,133690.0,25848.28125,13.1130126021,1345,0.800320761122,0.00105,5.97391893202E+12,6005,4015728,4945,0.547913
2015-10-19,266585.311509,266585.311509,6604,38321300.0,243742.0,25966.71875,11.6992191396,1452,0.735832916578,0.00105,5.9216067872E+12,6179,3989491,4975,0.517621
2015-10-20,245668.720604,245668.720604,5897,36261200.0,383921.0,26192.5,11.5270197988,1314,0.987134387531,0.00105,5.83497768813E+12,5625,3842397,4990,0.489629
2015-10-21,300892.790563,300892.790563,6182,31973600.0,609085.0,26046.40625,10.1558577347,1521,0.874864508677,0.00105,5.8756569732E+12,5853,3862938,4990,0.431589
2015-10-22,277738.192362,277738.192362,5979,32977300.0,924822.0,25330.78125,13.2005048379,1389,0.905038941697,0.00105,5.73448916858E+12,5272,3781867,4835,0.444988
2015-10-23,461615.547242,461615.547242,6888,41986400.0,878822.0,27554.84375,13.7479413918,1523,1.14371186973,0.00105,5.87881048962E+12,6124,4302628,5263,0.56637
2015-10-24,53939.4236085,53939.4236085,6361,40022100.0,258356.0,27118.75,10.6966382172,1635,1.0861586022,0.00105,6.28828068319E+12,5687,3984632,5171,0.539681
2015-10-25,148297.694256,148297.694256,5830,41781300.0,635384.0,26814.21875,9.07951212616,1497,1.2242103738,0.00105,6.58925341766E+12,5355,3825113,5096,0.563207
2015-10-26,443466.658196,443466.658196,5938,45991300.0,1089120.0,25912.1875,10.7732671216,1655,1.40812637486,0.00105,6.54103990521E+12,5615,3757017,4908,0.619743
2015-10-27,1372436.68823,1372436.68823,6784,52624300.0,1846370.0,27529.375,18.9028975784,1706,1.9225896038,0.00105,6.5417501155E+12,6308,4253235,5220,0.70889
2015-10-28,854745.514233,854745.514233,7346,64676600.0,2373050.0,26344.6875,10.8986966301,1700,1.5843548873,0.00105,6.84579197369E+12,6376,4013532,4967,0.870938
2015-10-29,842095.345012,842095.345012,7836,74675600.0,2279240.0,27510.78125,12.55075174,1974,2.03680958351,0.00105,7.04008396019E+12,6849,4200572,5158,1.01
2015-10-30,1471879.91657,1471879.91657,7941,89857400.0,2429200.0,27720.15625,13.4663216604,2219,2.44839804756,0.00105,7.42861021355E+12,7475,4085921,5232,1.21
2015-10-31,290451.178,290451.178,7557,77800304.0,673892.0,27751.5625,15.4824256005,1987,2.1253422435,0.00105,7.79288708997E+12,7044,4164422,5129,1.05
2015-11-01,134392.468104,134392.468104,6915,68477200.0,588913.0,28180.15625,16.1702610684,2131,2.17601476233,0.00105,7.78065821719E+12,6442,4041277,5158,0.920847
2015-11-02,377379.385297,377379.385297,6558,78701400.0,1145200.0,27134.21875,10.3960139727,2039,2.971903715,0.00105,7.68975013044E+12,6153,3914620,5024,1.06
2015-11-03,591838.205165,591838.205165,7399,74010000.0,1907690.0,27605.78125,12.2403509899,2066,2.28115450503,0.00105,7.33278527289E+12,6917,4292035,5085,0.994568
2015-11-04,820219.087797,820219.087797,7037,75232400.0,3060340.0,27716.40625,9.39285695059,2039,2.77553626173,0.00105,7.74258666368E+12,6769,3906926,5125,1.01
2015-11-05,347969.556089,347969.556089,7498,67070700.0,1179840.0,27291.40625,10.5938905244,1914,1.86731041425,0.00105,7.5824893249E+12,7105,4150754,5103,0.900699
2015-11-06,2136224.92181,2136224.92181,7882,67397104.0,913666.0,27422.1875,15.9362701566,1807,1.13735413796,0.00105,7.59223226129E+12,6069,4175396,5142,0.904772
2015-11-07,1153505.06488,1153505.06488,10996,68833200.0,890187.0,26715.3125,32.0799197933,2067,0.0904129395923,0.00105,7.54991458972E+12,6323,4945717,4922,0.923732
2015-11-08,897529.376003,897529.376003,12413,68254304.0,1021460.0,27289.0625,29.5268788824,2271,0.175594249733,0.00105,7.70928770183E+12,9227,5096742,5021,0.915661
2015-11-09,1755591.93246,1755591.93246,7689,76991800.0,2045290.0,27059.53125,11.2631029194,2060,2.0952414824,0.00105,7.75409831725E+12,7161,3948544,5024,1.03
2015-11-10,895669.106797,895669.106797,8151,74685296.0,854581.0,27444.0625,15.3511926283,1826,1.69077954,0.00105,7.76000172624E+12,7655,4213239,5053,1.0
2015-11-11,287706.301749,287706.301749,10217,70236200.0,1278580.0,27819.0625,23.0767913282,2033,0.998911052653,0.00105,7.67324044243E+12,8510,5249976,5028,0.941296
2015-11-12,227016.840774,227016.840774,9534,59448700.0,806156.0,28032.03125,25.8891012018,1807,0.973069692705,0.00105,7.74619415764E+12,8316,4439332,5079,0.796455
2015-11-13,463697.633032,463697.633032,7891,67777000.0,543671.0,28185.15625,14.5833024649,1805,1.6030941114,0.00105,7.87006134323E+12,7401,4134803,5119,0.907722
2015-11-14,282826.642948,282826.642948,7211,67631904.0,372514.0,28357.65625,18.5340335117,1797,1.92611024318,0.00105,7.91316739856E+12,6807,4806663,5127,0.905469
2015-11-15,181379.190446,181379.190446,7170,66590200.0,411848.0,28120.15625,11.4839740926,1759,1.9608956203,0.00105,8.25950540495E+12,6846,4142543,5195,0.891217
2015-11-16,466898.642578,466898.642578,7442,67730704.0,620945.0,27395.15625,10.2696359731,1867,1.97233748215,0.00105,8.32705309827E+12,7032,3940618,5039,0.906166
2015-11-17,1870147.8496,1870147.8496,7145,69157904.0,1145440.0,27793.59375,9.59682965058,1901,2.07180503816,0.00105,8.15308261547E+12,6825,3935388,5163,0.924948
2015-11-18,577499.732999,577499.732999,7373,74287696.0,681104.0,27252.03125,10.3214753974,1859,2.06588512,0.00105,8.54964385479E+12,7061,3926943,5075,0.993214
2015-11-19,274068.185668,274068.185668,8876,73976096.0,443528.0,26563.4375,15.8639395135,1864,1.30442061401,0.00105,8.80654177936E+12,6867,4389232,4977,0.988713
2015-11-20,186009.740741,186009.740741,6348,71532496.0,614335.0,25130.46875,11.9868992419,1763,1.91147,0.00105,7.97498811489E+12,5887,3843748,4721,0.955735
2015-11-21,124836.259808,124836.259808,6822,69535296.0,455976.0,26782.1875,11.2449100626,1710,1.96718128407,0.00105,7.60054569281E+12,6385,4188016,5035,0.928758
2015-11-22,250887.066305,250887.066305,7083,73378800.0,372173.0,26988.59375,11.2417153263,2015,1.77414867464,0.00105,7.53334865909E+12,6638,4117498,5049,0.979765
2015-11-23,673304.135796,673304.135796,8260,72484200.0,441875.0,27272.34375,13.3160847179,1738,1.59982856488,0.00105,7.56602005068E+12,6805,4390402,5089,0.967493
2015-11-24,373148.126771,373148.126771,7152,70931104.0,524195.0,26848.125,12.9664910272,1820,1.9875282,0.00105,7.66456621325E+12,6670,4142949,5001,0.946442
2015-11-25,170091.364319,170091.364319,7098,67010200.0,622991.0,26471.875,12.4596309917,1710,1.78694278633,0.00105,7.51684753984E+12,6736,3986495,4940,0.893827
2015-11-26,845646.247685,845646.247685,7278,64740900.0,947473.0,26538.4375,9.30701047999,1804,1.72619782042,0.00105,7.49761177024E+12,6967,3873523,4940,0.863273
2015-11-27,1128436.17924,1128436.17924,6639,66174600.0,403813.0,27886.875,9.39919261942,1660,1.70893547673,0.00105,7.46969524589E+12,6198,4086725,5174,0.8821
2015-11-28,107400.95703,107400.95703,6817,65147000.0,462464.0,27201.09375,14.5671305715,1651,2.06588637797,0.00105,7.72077063416E+12,6414,3875629,5008,0.868102
2015-11-29,174571.751479,174571.751479,6853,68625104.0,448358.0,27350.9375,9.09079211711,1666,1.87650779792,0.00105,7.72148885605E+12,6497,3920100,5050,0.914144
2015-11-30,208812.765328,208812.765328,8986,66080400.0,784439.0,27360.0,20.8157515377,1782,1.05439421531,0.00126,7.78083770973E+12,6402,4387578,5080,0.879951
2015-12-01,212413.964766,212413.964766,6794,65980000.0,652857.0,27542.8125,13.0743889446,1763,1.84318858776,0.00105,7.87348934019E+12,6263,4302400,5078,0.878316
2015-12-02,261911.884701,261911.884701,6502,65615700.0,506307.0,26007.03125,11.4381225322,1673,1.77344282225,0.00105,7.81799975194E+12,5901,3951899,4824,0.873171
2015-12-03,185566.704523,185566.704523,6971,61530500.0,539969.0,28063.28125,10.666077605,1758,1.78636253199,0.00105,7.58831551879E+12,6531,4050622,5205,0.818546
2015-12-04,152756.635442,152756.635442,6898,61065700.0,241278.0,26679.375,12.3723423175,1742,1.59710307272,0.00105,7.83302356969E+12,6221,4024546,5008,0.812082
2015-12-05,121669.647229,121669.647229,6784,63276000.0,232743.0,26581.875,13.0848245148,1716,1.63175279488,0.00105,8.16374069847E+12,6212,4181847,5006,0.841195
2015-12-06,210280.220287,210280.220287,9103,65194900.0,443608.0,26255.78125,17.1474042232,2006,1.20085578148,0.00105,7.8521149865E+12,8453,4307630,4913,0.866417
2015-12-07,379014.092788,379014.092788,7141,62950900.0,520409.0,26718.90625,9.64277225226,1952,1.79457910363,0.00105,7.6482504164E+12,6773,3851136,4971,0.836322
2015-12-08,167332.806484,167332.806484,6697,60690400.0,445903.0,26312.5,9.14620089429,1757,1.65138111681,0.00105,7.54798530795E+12,6341,3786457,4911,0.806024
2015-12-09,235236.909118,235236.909118,7001,62098400.0,624221.0,28324.0625,10.1369894327,1748,1.74948707403,0.00105,7.35017161703E+12,6591,4056370,5208,0.824454
2015-12-10,177769.145397,177769.145397,7444,59945000.0,369589.0,27477.34375,11.3409350434,1779,1.45641997175,0.00105,7.77275510382E+12,6704,4218808,5144,0.79559
2015-12-11,268369.605488,268369.605488,8105,63312400.0,801072.0,27022.8125,16.8524437878,1787,1.36849683814,0.00105,8.06029771315E+12,6775,4476529,5062,0.839995
2015-12-12,495197.994154,495197.994154,8205,70210000.0,1376280.0,27206.5625,23.1231431759,2152,1.29366835444,0.00114242227046,8.04509354045E+12,6354,4651079,5076,0.931196
2015-12-13,316448.919857,316448.919857,7426,73276400.0,273614.0,27907.34375,18.7321097127,1967,1.80435425202,0.00105,8.47225875779E+12,6574,4459661,5280,0.971538
2015-12-14,695206.283903,695206.283903,15550,72176400.0,563436.0,26708.59375,74.6524395615,2186,9.5662E-19,0.00453285,8.57588619774E+12,6653,8758730,4999,0.95662
2015-12-15,542037.321649,542037.321649,21098,74764096.0,578618.0,27014.53125,114.407858337,2164,9.90589E-19,0.00567428773752,8.76852720604E+12,6755,9300104,5070,0.990589
2015-12-16,1604245.09931,1604245.09931,10304,76791600.0,320767.0,26457.34375,44.2167818748,2153,1.0385778516,0.00126,8.56243762571E+12,6253,6055920,4982,1.02
2015-12-17,438522.089068,438522.089068,9612,74999296.0,640765.0,26883.125,32.4010752132,2402,1.43349676591,0.00105,8.73409309227E+12,7190,5328544,5060,0.993043
2015-12-18,232376.921358,232376.921358,9032,70890600.0,300787.0,26671.5625,32.1814214547,2184,1.24709019431,0.00126,8.77961002475E+12,6407,5306336,5020,0.938327
2015-12-19,211146.702983,211146.702983,9314,69644200.0,343535.0,26694.53125,28.5162309257,2188,1.29366083448,0.00105,8.71861336397E+12,6954,5084365,5038,0.921524
2015-12-20,194173.195672,194173.195672,9879,68663104.0,472164.0,26436.09375,34.4271700216,2209,0.95543718205,0.00126,8.53995045753E+12,6353,5458591,4947,0.90824
2015-12-21,217412.473219,217412.473219,12063,68521200.0,549113.0,26457.8125,39.1191939984,2315,0.558529951759,0.00126,8.51284616983E+12,7008,5829823,4976,0.906065
2015-12-22,215207.486752,215207.486752,21027,67704600.0,454249.0,27374.375,59.162525717,2312,8.94973E-19,0.0023673,8.74020802245E+12,7450,10489581,5129,0.894973
2015-12-23,125607.903618,125607.903618,22740,65215800.0,334993.0,27399.375,81.4259907463,2215,0.0,0.00365826302526,8.53191643295E+12,7122,7891935,5112,0.861782
2015-12-24,108877.461338,108877.461338,13494,65060000.0,354646.0,26686.5625,45.7546378631,2235,0.192943652793,0.00126,8.56850984503E+12,7347,6483604,5018,0.859433
2015-12-25,59761.6749802,59761.6749802,9521,65275400.0,187114.0,26803.59375,26.5940592965,2159,1.01379652818,0.00105,8.54602769306E+12,7186,5292094,5080,0.861993
2015-12-26,130196.315382,130196.315382,10726,65961900.0,425282.0,26560.15625,31.2961851884,2284,0.913124951945,0.00123309513642,8.45563981374E+12,7318,5373325,5004,0.870766
2015-12-27,69809.2825053,69809.2825053,21867,64650000.0,164565.0,26853.75,86.6343450292,2215,0.0,0.00397472548257,8.58875222873E+12,7296,7904787,5018,0.853166
2015-12-28,405879.423567,405879.423567,12368,64913200.0,235134.0,27057.96875,36.4004906885,2423,0.861170844483,0.00126,8.53188637642E+12,7738,6294793,5081,0.856356
2015-12-29,241735.169953,241735.169953,11358,63985600.0,215742.0,26661.09375,33.1892110499,2393,0.871049180832,0.00126,8.60543556415E+12,7667,5975584,4981,0.843835
2015-12-30,188482.771542,188482.771542,21767,66314200.0,604078.0,26736.25,76.1322840017,2363,0.0,0.00329214662988,8.47752770067E+12,6498,7863313,5028,0.874258
2015-12-31,382489.083281,382489.083281,10301,69207400.0,663994.0,26908.28125,25.0673246473,2578,1.20365161242,0.00105,8.54266951674E+12,8097,5328974,5040,0.912098
2016-01-01,324206.495037,324206.495037,8233,70870896.0,206062.0,26070.3125,15.6508949367,2350,1.50583699715,0.00105,8.54742316862E+12,7119,4321262,4885,0.933712
2016-01-02,246973.223794,246973.223794,9164,71933104.0,255504.0,27383.90625,19.3597908119,2410,1.3217296166,0.00105,8.14746623078E+12,7379,4858390,5095,0.947401
2016-01-03,350244.587061,350244.587061,9258,71275904.0,407632.0,27675.78125,19.4483166825,2454,1.26271701454,0.00105,8.31240505113E+12,7537,4903207,5134,0.93843
2016-01-04,150683.489583,150683.489583,9474,73853904.0,346245.0,27420.625,21.3104318963,2538,1.23734684086,0.00105,8.33416017975E+12,7525,5000778,5096,0.972045
2016-01-05,989846.058532,989846.058532,16430,72442400.0,219833.0,27839.21875,60.3564445043,2534,9.53147E-19,0.00312938700356,8.30586208137E+12,7623,7155015,5126,0.953147
2016-01-06,512314.349977,512314.349977,17074,72229696.0,308791.0,27625.46875,66.5339184502,2645,9.50028E-19,0.0029845,8.42269229247E+12,7940,7902225,5090,0.950028
2016-01-07,352178.090215,352178.090215,22075,72692896.0,647462.0,27022.1875,65.5065476024,2683,0.0,0.0029813,8.21010804182E+12,8148,7718921,4981,0.955801
2016-01-08,199860.177495,199860.177495,10919,71724000.0,545600.0,27996.71875,26.0495075445,2610,1.03614139022,0.00105,8.30240042773E+12,8523,5588918,5176,0.942752
2016-01-09,308344.68988,308344.68988,11793,75001800.0,226281.0,27595.78125,39.3005175209,2624,1.01776167089,0.00126,8.43280095295E+12,8032,6166658,5099,0.985501
2016-01-10,139831.831116,139831.831116,10320,75031200.0,390888.0,27287.96875,26.3260527733,2797,1.16375917324,0.00105,8.33674111927E+12,8145,5315621,5093,0.985557
